"label","text"
"0","香港的很好，我后来在上海把表带去掉两个扣子，服务态度也很棒，还给我讲了注意事项。"
"1","所以有的男人抱怨没有好女人"
"0","女的被家暴不还手也是好女人？这逻辑我觉得怪。"
"1","天津排外吗？我是天津人。"
"1","黑人被奴役?活,该！妈的黑皮玩意给脸了"
"0","还有QQ群找小伙伴一起玩耍 要求素质好 不要黑人 环保 大神都可以来 最重要的一点 ios亚一欢迎加入 ，群号码：480611554"
"0","广东人都看不下去了，恶心"
"0","想象在夏天工作日上午8点钟，在广州地铁的三号线，一个白人/黑人站在你的身边，举起手臂抓着扶手，体味简直窒息"
"1","这种女的好像东欧舔白女的男的们,而且白女还有黑人男朋友了[尴尬]纯粹把国男当傻子骗钱,这种男男女女太特么侮辱人了"
"0","其实我觉得也是看情况，世界那么大。我们对比的对象都不一样，我相信你说的。不过那个是印度人，他自己经常说印度人很懒散，其实我没有去过印度，具体情况也不是很清楚，不能妄做评价。哈哈"
"0","歧视黑人的人是不是种族歧视，是，那爱因斯坦歧视中国人，是不是种族歧视，肯定也是，这有什么好洗的。爱因斯坦就是种族歧视，和歧视黑人的人在种族主义上没两样。"
"0","想吃就去某宝找切糕王子呗，都上电视了，价格公道童叟无欺，别遇上坏人就当地域犬。——一个河南人???"
"0","亚洲这边，印度中国日本韩国…大部分都是重男轻女，要不然现在怎么那么多男孩子单着呢~"
"1","1.,对某种特质在某一性别上的好坏，在另一性别上是反过来的，就是性别歧视。,例如，力气大、豪爽在女性身上会被嘲笑为“女汉子”，在男性身上会被赞美为“真男人”。,正如，心思细腻、情绪敏感在男性身上会被嘲笑为“娘娘腔”，"
"1","问一下答主，是那边的黑人都这么横还是觉得华人好欺负啊。如果是白人会不会被抢劫呢"
"0","他可能需要一个爱他疼他保护他的男朋友"
"1","我不觉得所有人都改被尊重，但我也觉得“光凭一个种族就决定这个人该不该被尊重”是很有问题的。歧视黑人和歧视河南人差不多一个性质，"
"0","很多说买房是首付哪来的，上海人他们收入又不低也不乱花，重点是开支少吃住就是一笔费用，这些年我在上海的房租都够周边首付一套房了，没有房租吃在家，父母没有负担，不乱花钱，存钱还是很快的"
"0","哈哈，按你这个逻辑就没意思了。其它地方的坏人多数也就吃相难看些。云南呢？不是没去过，说吃相难看的都是良心了。现在爆出来这么个事，我自己肯定不会再去了，我知道旅游大省也不缺我一个游客，管好自己就行了。"
"1","以前看到一个回答，大概是说，种族歧视是什么，很多人都觉得是白种人歧视黑人。那黄种人呢？"
"0","假如黄种人和黑种人在北欧地区待上千万年，能否进化衍生出类似SLC24A5这种浅色体质等位基"
"0","阿里联合雀巢制定标准，你觉得主要是为了什么？？难道为了发展云南咖啡吗？"
"0","有湖北大学的资料吗？"
"1","白化病人在非洲是受歧视的。大家百度一下就会发现，白化病的黑人小孩长得就像普通的白人"
"0","我不是说台湾怎么，我主要是想说大陆很多人应该真的会去揍马蓉的。"
"0","欢天喜地七仙女里的老四，我最喜欢她了，绿色裙子，好仙好美～"
"1","不怕他打走，难道让他拉着中国一起沉到地狱去吗？看看现在的台湾，战斗力负数的蠢货，到了台湾还被人家民进党搞的半死不活，丢人不"
"1","男性都是潜在强奸犯是一个知名男大v说的哟，你可以自己去百度"
"0","白人当初来到美洲的时候，也讲究fresh,of,the,boat：刚下船的西班牙人最高贵，当地长大的西班牙人次之，西班牙人和当地的混血再次之，然后才是美洲土著。现在美国的华人把它用倒过来了，以后我们有机会了要把它正过来。"
"0","看到上面已经有人提示你了，其实电影开头和结尾都有说啊，开头的橄榄球比赛就是真实视频，还有结尾的一个黑人和白人一家的合影，确实是真实故事。"
"1","黑人不好看除了肤色还有五官"
"1","说实话，这个视频一发出来我就知道要迅速在网络疯狂传播。,因为很简单，它不符合目前的宣传主旋律。,现在的主旋律是什么?,是万恶的xx压迫黑人，黑人不能呼吸了。然后黑人搞0元购，大肆出击。中国人民一边安好，吃瓜看戏。,对黑人，"
"0","您也算是有一定社会地位，并且受教育程度不低吧？怎么就看不懂一个电影呢？谁不知道黄种人在国外普遍不受待见？电影里说的是中国的国际政治地位，不是说中国人的国际社会地位，如果你是真没搞懂这点，有点假吧？"
"0","不光兰州，甘肃学生大多数都是这么想得，一部分老师也会这么说（无反面意思）。害，虽然很爱这片土地 但也时常因为家乡的贫瘠落后教育资源的缺失国家的不重视（仅个人片面态度）某些外省人对甘肃的偏激而自卑不公"
"0","山东人，幼儿园被老师强塞两个馒头，从此除非饿死，馒头一概不碰。 反正本科，研究生，期间吃馒头次数一个手数的过来"
"0","确实，湖广填四川以后，人种已经很混乱了，所以乱用与否还不确定"
"1","事实上酝酿出了“黑命贵”这种社会性事件，就说明有些黑人觉得自己的地位不高。没有人是可以高人一等的，我觉得你应该说的是黑人为什么在以白人排挤黑人为传统观念的西方社会，居然还能造势造出这么大的动静，在某些时候传统白人对此好像无动于衷，"
"0","我以前说过一次性别歧视包括男女，然后被很多人骂了…"
"1","但是黑人是天生自带adhd基因导致犯罪率高啊"
"0","开启我还能看进去，后面你在细讲两国女团的时候我选择了划走，或许我谁都不爱[飙泪笑]"
"0","虽然骄傲 但事有两面性 中国地方吏治两大毒瘤 山西的煤监 贵州的路政"
"1","您是靠什么评判是不是直男癌的？"
"0","不是所有河南人都偷井盖的，你们不能以偏全"
"0","因为技术垄断以前汽车可贵了，后来中国人学会了，呵呵以前医疗设备可贵了，后来印度人民学会了，呵呵以前手机可贵了，后来。。。大家都懂的"
"0","台词确实有点台湾腔[捂嘴]容易让人有 演 的感觉"
"0","鬼泣新作太次了阿，还是白金工作室那帮人做的好。新鬼泣比之猎天使魔女2&amp;尼尔机械纪元明显差了一个档次，手感差得不行。"
"1","在国外，大部分是白人&gt;黑人&gt;黄人，还在国内说别歧视黑人，"
"1","那女生拜金都是因为男的先带坏的她？"
"1","不是自黑呀，去厦门旅游碰见的骗子都是河南的"
"1","我对日本人没好感，对帮日本人说话的人谈不上没好感吧，只能说声厌恶。"
"1","我是安徽人，我妈是湖南人。当时连安徽都歧视外省人，更别说外国人了。都是命啊！"
"1","看不起就要大胆说出来，我就是看不起黑人！咋滴！"
"1","外人很难理解为何美国对黑人的词汇如此敏感，如黑鬼等。美国人也未必理解欧洲社会对犹太人的词汇过度反应，其实，还有一个例子在中国，同样，西方个国家也无法理解中国人对日本政客参拜靖国神社的过度反应"
"1","俄罗斯不是排华，是直接排外，他们非常讨厌中亚过来的人，对中国人态度不好，但是都知道，人家就是来着玩的。玩完就走了，谁还很钱有仇，也因为如此，"
"1","不是说美籍华人就活该，而是说美籍华人那就确实不关我们什么事。要谴责也是谴责美国种族歧视，就像谴责美国歧视黑人歧视拉美人一样"
"0","有一个镜头黑人铲倒白人，最后转一圈白人抱着黑人含情脉脉的看着他哈哈哈"
"0","行行行，那你们河南GDP前五，逆天，经济超前。行了吧。你与其在这里说服我承认河南富，不如去说服那些天天黑河南穷、偷井盖的人。呵呵。"
"1","北京从来不是啥好地方，流氓骗子遍地都是~"
"1","网上说的小心黑人，真的不是闹着玩的，广州的黑人多来自非洲，非洲艾滋病感染率都是出了名的，希望以后警惕"
"0","还有那种一边说着同性恋真爱，一边歧视女同性恋和现实同性恋的人[白眼]"
"1","这样的操作只能去成电，河北是真的恐怖"
"0","噗，月初我也在青海湖边上。。。"
"1","现在这些所谓女权啊，自己把自己物化，自己弱化自己，哎，不想说了。群魔乱舞"
"0","也是，辽宁经济分档属于东部，东北其余地区属于中部"
"1","这种事不会发生是因为生理上的原因，使得女性很难强奸或囚禁男性，将这种事情归类为男权社会，典型的田园女权"
"0","印度人的话得分宗教，穆斯林的话就去清真饭店，印度教徒就去寺庙的素菜馆，都可以尝到很地道的中国菜而不违反戒律。"
"1","呵呵 所以说黑河南的多数还是周边省份，自己穷的叮当响民风也差，有事没事不踩河南一脚怎么能凸显自己的高贵呢。菏泽一直跟洛阳抢牡丹城也不是一天两天恶心人啦！"
"1","之前一个工厂里面的女同事说她们宿舍被人偷了。我那个时候还惊讶的说了一路:女生还会偷东西啊？！"
"0","黑人有自己的故事，有自己的神话传说。迪士尼不愿意去听他们的故事，看到黑豹票房好了就为了这个票房把白人的故事给他们演，这算是尊重黑人文化吗 说的太好了"
"1","总感觉现在这种拳法，带来的恶果最终还是会由女性自己承担。"
"1","全国各地干骗人勾当，这只是其中一支队伍！什么福州啊，龙岩啊，苏州啊，河南啊！整个福建省！还有省，市的分县！到处做，已有多处被发现并举报！"
"0","一般在床上让女友喊爸爸"
"0","貌似在硅谷，印度人比中国人受欢迎啊"
"0","为何暴力拖下飞机体现不出种族歧视？被暴力拖下飞机的人是亚裔，没有对照的对象，逻辑上说无法说明这一行为是否存在歧视，按照您的说法是美联的嘴脸一概如此？"
"0","户口是跟高考息息相关的！也是最重要的一条。而深圳户口高考是广东的高考，难度为地狱模式！仅户口来说，深圳的户口一文不值！不说比北上，都比不上天津，新疆，西藏，陕西的。"
"1","先去了解下白人是怎么搅和黑人区治安和教育的，以及是谁往黑人区投放毒品并撤除警力的。"
"0","19年辽宁文科考生路过 高考的时候在辽大和东财之间纠结 最后选择了去大工"
"0","我表姐大我2岁，成绩比较差，晚一年，重庆建筑大学本硕建筑系，还跟00很好哦！不是唯一！00，你msn找我乱说的，别人怎么没调侃我们俩啊！"
"0","讨厌打女生的男生！！！这女生做的在不对。。也不能打人！！最瞧不起的就是打女人的男人！就欺负我们力气不如你们！（ ）！"
"1","专科女生浓妆艳抹的是真的丑，实话。"
"1","新疆人？你们家是卖羊肉串的，还是卖切糕的？不会是东突吧？"
"1","被歧视了就召集两百个人去白宫自爆，你看人家黑人和绿人都是这么做的。"
"0","几个月前的大魔竞初赛。。。。。以此为契机ERIC和郭汛杰成就了一段佳话，不过估计上面几位光顾着黑人了，没时间看接下来的晋级赛和决赛吧，笑～ 突然想起一个俗语：慈母多败儿。。。。。想必8L IP君的母亲非常慈祥吧～"
"0","man…我身边白人黑人跟我who is this的但英语老师或者语法书上说who’s that 就that吧。听老师的和语法书的总没错。语法正确但日常口语中没啥大区别……我语法本来也就不好"
"0","说过了，江苏南京，某水性涂料公司，我的，没几家，去查吧哈，我等你电话哦"
"1","怎么就没素质了，你可以放辣椒但是别说是粤菜做法好吧，这样做不一定不好吃但是这个就不是粤菜，你做麻婆豆腐不放花椒放老干妈你看看四川人骂不骂你？放老干妈可以，但你不要叫麻婆豆腐就是了。"
"1","黑人还能搞搞黑命贵，锅男也就只有心理安慰了"
"0","山西人致敬，感谢老英雄在三晋大地上的做出的贡献"
"0","参见弗里德曼 地球是平的，老美软工连写程序都能外包给孟买的印度人"
"1","你说的这种，把男人当工具人的，归于田园女拳，其实田园女严格说来不属于真正意义上的女拳，她们躲在女拳背后捞点好处而已，属于危害最底层次的女拳，这类的，自己不要当舔狗就行了！,比田园女层次高点的，竖立男女对立，"
"1","...可是我们的确有歧视黑人的情况在啊，尤其是老一辈的人。你在知乎上也可以看到各种歧视性言论：“嫁给白人还好说，嫁给黑人的真的无法理解”“黑人素质低”等等等美国做得非常不好，"
"0","中国人别说什么外国人歧视，外国人平均素质确实高，关键还是穷人老百姓，亲眼所见。反而中国人自己最歧视中国人，在外面被坑的大几率是被自己同胞坑，"
"1","河南人一线户口孩子不被歧视？呵呵。不被河南人自己歧视吧。"
"1","在美国被白人歧视就来中国找“优越感”？"
"0","哈哈。一个在东北角，一个在西南角。。"
"1","黑人所受的压迫是美国种族主义、白人至上历史带来的一个恶果，其它有色种族，包括亚裔也收到了各种各样的不同层面歧视。作为Model Minority的亚裔在平均收入、教育水平都超过了白人的情况下还是受到歧视，拿不到话语权。这问题不仅仅是经济就能解决的。"
"0","美女都这么乖吗"
"0","看了文章超级生气！至今还记得有一次打车是位河南司机，简直了从来没见过都四五十岁了还那么可爱的大叔！还带点口音，说话特别好玩，逗着我笑了一路，下车的时候腮帮子都疼。从那时候起在网上看到黑河南人的都会和他们对骂[生气]"
"0","知道男女主要双修我就弃剧了，太恶心了。"
"1","因为人类的天性向来讨厌与责任相关德一切，而贤惠在现代社会对女性没有任何好处（除了在择偶这一时点有优势）。"
"0","建议楼主有时间找家新疆馆子尝尝"
"1","黑河南人主要是段子，图一乐，恶意不多，但是对莆田人不止是黑而是控诉了，真的恶事做尽，同为福建人真觉得羞，而且莆田重男轻女，女生不生儿子就坚决不结婚这也可见人品。"
"0","黑人老哥的帽子不错"
"1","宛如黑人问题，人种是没问题，但是人家犯罪率高呀"
"0","黑龙江不太爱喝汤"
"0","…好恶心，给上海人丢脸[生气]"
"0","卖淫嫖娼犯法的啊作为女性看到评论是这样的感觉很不好，似乎评论里的每一个男性都在肆意评价女性，用金钱去衡量女性。现在真心想说一句死宅真恶心。"
"0","如果没有一些有良知的印度人，你根本看不到这个片子。 每个国家都有好人和坏人。 印度爆发过规模庞大的保护女性的游行示威。我不敢说他们进步了多少，但他们中确实有不少善良的人。"
"1","河南人自古就没什么好命"
"1","河南人太多，1个多亿，且是内陆省份，比较穷，家里大多提倡不学习外出打工，所以会在外地出现骗子小偷素质不高的几率就增加了。"
"0","所以你到底明不明白“歧视”这个词是什么意思？大部分黑色大哥不符合我们的审美，这有问题吗？但是如果你要说，黑人都不好看，我第一个表示反对。哈莉贝瑞知道吗？为数不多的让我很感兴趣的黑人女明星"
"1","女生听到贤惠的意思就是，你没能力，没本事，不漂亮，没身材，没背景，没有优点，只能夸贤惠。"
"0","其实我并不是个严格意义上的les，我觉得我是就刚好喜欢的人是女的而已。"
"0","已赞！可答主为何第四张配图黑人，容易被误以为种族歧视啊"
"1","傻孩子，基本上所有男人都长胡子的，你要求太低了"
"0","其实，答主，你难道就没觉得relapse以后em的功力其实有减了，虽然还是有rap gos这种神作，不过总感觉em现在不如以前玩辞藻那么溜了。可能我一直都更喜欢早期的他，特别是非常非常喜欢一专infinite，虽然模仿黑人，不过还是很不错。"
"0","还有一点，“跛子”这个词具有攻击性，所以是歧视。因此你可以说他是“残疾人”(陈述事实)，而不能说他是“跛子”(歧视)。换到目前的问题，说昂撒人和黑人“体味重”是陈述事实，说他们“臭鼬”、“白皮猪”才是歧视。"
"1","其实黑人智商低、犯罪率高也是有数据支持的，多数情况下是事实。不过谁敢公开把脑子笨天生暴力的特点和人种联系起来，在西方就是找死。天天被这种政治正确约束很烦，但是背后是有道理的。"
"1","难道没有人告诉他，中国人喜欢吃黑鬼吗？清蒸油炸火烧干煸油焖白灼"
"0","Emma,Watson在联合国演讲HeforShe中提过，男性也承受着性别歧视的痛苦，所以需要男女联合起来打破这种现状，"
"0","主要白人伤害黑人太深刻了，你的父辈以上的人如果被白人当成当成奴隶卖来卖去300年左右，你难道不会对这个词敏感？"
"1","微博田园女我也对线过，说实话，数量和男拳不在一个级别上，用词上也没那么恶毒。田园女最多骂牌坊精，金针菇，绿帽男，男拳直接母狗，nt，操你全家伺候。"
"0","在当时肖华说的yl自由是什么意思你不知道？你觉得他们真追求yl自由怎么对于黑人歧视言论的时候怎么就不自由了？如果是个普通人说没人在意，他作为领导说的话想当程度就代表火箭队的意思，没人能撬他的嘴，但继任领导不该出来掰扯两句，划清界限？"
"0","现在不整成一套卷，说白了就是堵住大家说教育不公平的嘴罢了，这有啥讨论的，北京上海真那么牛逼，当年就不会单独命题了，嘴巴说谁不会，牛逼倒是放开一套卷试试，是骡子是马拉出来溜溜，我们山东人敢，北京人敢么"
"0","很赞的回复，你还别说，同样的条件下，你要是换成美国人、韩国人、印度人，他们还真就做不到。这就是中华民族骨子里，基因里的东西"
"1","讲真的黑人被歧视不是没有原因的,黑人总是被冠以犯罪,暴击的标签也不是没有原因的"
"0","说到底这女人就是作，自私！"
"0","凤姐山根太粗了 并不觉得遮住下半张脸就能当作美女"
"0","好恶心的男人，心疼你"
"1","河南人骗子多的问题，我就不想说了，我也没感觉我说的错了，我感觉的事实就是这样，你们随意反驳，我下次就是要提防河南人，虽然分不那么清楚口音，不妨碍我提防。"
"1","人类从古到今都认为黑人难看丑陋的，就是因为太难看了，昆仑奴是要被阉割的，而会接受白人和其通婚。"
"1","白人一等人，黑人二等人，棕人三等人。中……活在意淫和最高层的意淫里，打压这省打压那省的。出国不如猪，越来越对……失望。"
"0","我是在深圳的湖北人，但是，我真的好喜欢你们江西人，感觉遇到的每一个江西人都很好。"
"1","对考生恶语相向的人里有些是北大学生 -&gt; 整个学校对考生态度不友好，某些偷井盖的人是河南人 -&gt; 河南人都偷井盖，这个逻辑你自己品一品，能不能成立。"
"1","黑人处处被压迫得落后数百年了，也就只有从语言鸡毛蒜皮的事上计较了吧，这是真无力"
"1","作为河南人表示河南本来就是骗子横行，警匪一家，事实不需要避讳。我支持答主态度。"
"1","所以你来说说黑人凭什么被你歧视，你今天不被歧视是沾了当年很多流血牺牲的战士还有李小龙这样的人的光，你好意思歧视别人？"
"1","敢问你是不是真不知道死在英国和美国的黑人死了多少？ 整个奴隶贸易中被贩卖的黑奴死了多少？"
"1","男方为什么出轨？还不是因为女方长得丑。。。这逻辑简直无敌"
"1","建议看一下B站邦德老师的视频，黑人犯罪率高是大部分黑人在中下层，拥有的财富很少，教育资源和工作资源非常少，犯罪率高很正常"
"1","外国人喷中国素质差，，中国香港黑大陆人素质差，大陆各省份人互相黑其他省份人素质差，嗯，就是这样。。"
"1","老天津卫混混为啥演变成双方比狠？铁锅炸自己、躺人门口挨打、刀子往自己身上捅。不就是怕打架闹人命嘛。换个方式彰显自己狠辣。"
"1","法国能打的只有女人和矮子！"
"1","白人也能骂黑人。。。"
"1","男的恶心整容女是怕被坑，娶到整容女，花高价不说，还可能丑3代。"
"1","答主这么类比也不合适，那时候的中国人没有去爱因斯坦的国家做“洋大人”，出国的也都是当猪仔死外面了，现在的黑人可是来中国提高犯罪率了。别人讨厌他们真的有理有据"
"0","唉，想我的那群室友了，我们之间关系真的是蛮好的，毕业前最后一顿饭真的是哭的不像样子，一个个20多的大男孩，真的是。"
"0","《爱我中华》是为1991年召开的第四届中国少数民族运动会创作的会歌，可以去搜1991原版视频[飙泪笑] 除非你认为有一个超人力量，能够把在世界各地的千百个音频资料全都一键改过来..."
"1","应该不是歧视越南人，你应该是误会了。我们家那会儿有很多别的省逃难来的，比如湖北，人家会叫她湖北佬，如果江西的，就会说江西老表，类似于取外号，但不是歧视。歧视应该是因为穷，因为穷确实很容易受歧视"
"0","所以这个科学家每天在做实验的时候想着，我今天用这个公式产生了多少个闺女？"
"1","这人说了半天闭口不提黑人有多大比例是社会底层，这人些人在资本主义社会没有上升通道，这才是黑人犯罪率高的根本原因。"
"0","拉条子真的棒，新疆的面筋道得很简直"
"1","台湾人看得起看不起真没人在乎"
"0","太好了 我已经看到中国崛起的希望了 按照这种教育差距 不出多久我国必能先美国10年研发出类似原子弹的跨时代质变的新型武器 直接一统地球 整个地球可改名华夏 白人黑人皆为二等公民 以小博大 紧张刺激 还有...."
"0","坐标辽宁盘锦 我妈沈阳人，口音就重 而我就普通话 大学那会，同学们一听我是东北的，就要求我说东北话 一脸懵逼，我说我现在说的就是普通话啊"
"0","不是我黑你们阿，一说进井盖就能联想到河南人，网上的地域黑实在太恐怖了"
"0","记得09年的时候江苏理科东大比中山高了10多分吧现在可能江苏人思想转变了"
"1","就我所知 穿睡衣出门 最开始是上海人搞出来的 然后不穿睡衣出门的外地人被上海人歧视 外地人也学着穿睡衣出门 最后传遍全国各地"
"1","因为不如女性受歧视的程度深。,在性别相关的歧视里，目前的主要矛盾是女性受歧视，男性受歧视只是诸多次要矛盾里的一个。,而且男性受歧视，和女性受歧视在某些地方是重合的。,比如说“男主外女主内”这种说法，看起来是对女性的压制和能力上的歧视，"
"1","你听说过十亿河南九亿骗总部设在驻马店吗？这是啥？这不是抹黑，污蔑驻马店形象?我指着你家里人说，你家里人都是小偷骗子，你会不会打我骂我?"
"1","你这说法你怎么不去说美国警察歧视黑人？你如果不是黑人你就不会被歧视了，要怪就怪自己生下来是个黑人？"
"1","骗子一般不都是男的吗？玩得这么嗨"
"0","恶心有点言重了。 但是大部分les的确是不喜欢双，会婉拒。"
"0","和您的经历有些类似，感同身受！您应该是西北大学法律系毕业的。头像还是大唐芙蓉园紫云楼，好巧昨天晚上过去过。"
"0","我能吐槽我们的七夕么，牛郎偷走织女衣服逼迫嫁给他，和拐卖妇女啥差别？ 聊斋志异，男主穷鬼一个，总是能遇见家财万贯的美女，像脑子被门夹傻了样倒贴，哄鬼呢？"
"0","既然不能带来更好的回报，那没必要来。或者你想来了北京后能给你带来什么"
"0","从知乎上转到quora上看了一下，很多关于中国的回答都很正面。只有印度人一直在黑中国，于是耐着性子跟一个孟买大学的大学生好好辩论了一番……"
"1","香港以前这么多的黑帮电影不是流氓？拍的不都成英雄了？"
"0","汽车之家03论坛里有几个黑逼，有一个叫什么水军的爷爷的，也不知哪来的精神头，怼水军也就罢了，连车主也怼，纯牌车黑，还有个开思域的福建的，正常帖子也搅和，恶心的一比。"
"1","应该注释一下Nigger是黑鬼的意思……"
"0","不是地域黑 东北人给我们都印象都是这样"
"0","第一个曲奇阿婆有些像《乱世佳人》里面的黑人奶妈，原片中男主人公有给奶妈买过一条红裙，不过她把红裙穿在围裙里面，藏着的"
"1","为什么gay圈滥交这么严重？"
"1","本地人没人传销……不管你信不信，全是外地的，东北的一帮，湖南湖北的一帮，福建的一帮……都是骗自己家人过来的，本地人不去传销的……"
"0","这个问题换个问法就好理解了：你会主动去理解、同情你的老板吗？会主动关注上司受到的不公平待遇并且为他发声吗？大部分人恐怕是不会，即使有可能也是被动的。,道理是一样的。在很多中国女性眼里，男性还是保护者的角色，而女性是被保护者，"
"0","注意看答案：城乡二元制与对女性的歧视双重交叉。答主并没有否定阶级矛盾，阶级矛盾也可以和性别歧视共同存在，懂？"
"0","网上的东西看看就好，我还在网上老看见河南人偷井盖呢，不能全听全信"
"0","说的很好！日本看中国人就像看下等人，我最近十年算是不会去日本的，不会自找没趣。"
"0","我可以去浙江大学，高考250分，少数民族，有一半黑人血统，填报今年浙大最火的专业，有案底，非初犯，应该可以进吧"
"0","我的印象中分不清09还是10，只记得高考前，我10年高考，所以我说的10初，因为首播的时候我就看了，记忆中只有江西卫视"
"1","黑人意识到被压迫，要反抗，已经几十年，上百年了。当年的黑豹党好歹还是有组织，有目的的反抗。几十年发展下来，这群黑人只会玩零元购，毫无目的，"
"1","在美国华人地位是最低的，比黑人低。黑命贵的黑人们反对的不是种族歧视，"
"0","我以为给女性打分是种不尊重人的行为。"
"1","男人都是骗子，他最后还不是开始送外卖了么？"
"0","我觉得有颜色都干扰游戏平衡，直接纯白地图纯黑人物，方块地图，这些问题都解决了"
"0","你可把中国女权描述得太高尚了，哈哈"
"0","张伟丽胜利后，乔安娜还是很有大将之风给予了祝福，所以黑人家就不要了"
